Marca,Nome,Review
GUERLAIN,DOUBLE SÉRUM AVANÇADO GUERLAIN ABEILLE ROYALE,"De todos os cremes p/ hidratação do rosto foi o que mais me adaptei, além de não desenvolver acne"
GUERLAIN,DOUBLE SÉRUM AVANÇADO GUERLAIN ABEILLE ROYALE,"Hidrata sem pesar, não causou nenhuma acne e deixa a pele com muito viço. Perfeito antes da make, mesmo em dias quentes. Já estou no meu segundo frasco."
GUERLAIN,FLUIDO PROTETOR GUERLAIN ORCHIDÉE IMPÉRIALE UNIFORMIZADOR PROTEÇÃO UV FPS 50-PA+++,NAO RECOMENDO
GUERLAIN,FLUIDO PROTETOR GUERLAIN ORCHIDÉE IMPÉRIALE UNIFORMIZADOR PROTEÇÃO UV FPS 50-PA+++,"Nao recomendo! Deixa a pele extremamente oleosa, brilhante! Parecendo que acordou e ficou o dia sem lavar o rosto! Quando uso, tenho que usar o pó conpacto para disfarçar! Nao vale 01 centavo do valor absurdo que cobram."
GUERLAIN,FLUIDO PROTETOR GUERLAIN ORCHIDÉE IMPÉRIALE UNIFORMIZADOR PROTEÇÃO UV FPS 50-PA+++,"Comprei sem experimentar pq na loja física não tinha o tester! É extremamente oleoso, a textura é pegajosa e muito desagradável. Além de ficar muito branco no rosto, e eu tenho a pele muito branca, imagino o horror em peles morenas!"
QUINTAL,FLUIDO HIDRATANTE QUINTAL PREENCHEDOR 2.0,PERFEITO!
QUINTAL,FLUIDO HIDRATANTE QUINTAL PREENCHEDOR 2.0,"Logo após esfoliar, uso a mascara de argila vermelha e após todo o procedimento uso o Fluido Hidratante e sinto sempre a minha pele mais firme."
QUINTAL,FLUIDO HIDRATANTE QUINTAL PREENCHEDOR 2.0,"Realmente hidrata e deixa a pele bonita. Espalha fácil e não deixa a pele ""preguenta""."
GIVENCHY,DEMAQUILANTE BIFÁSICO GIVENCHY SKIN RESSOURCE,PARA PELE SECA
GIVENCHY,DEMAQUILANTE BIFÁSICO GIVENCHY SKIN RESSOURCE,"Sinceramente, como tenho pele oleosa, não deu muito certo, o demaquilante tem a textura de um óleo e fica evidente na pele, pra que sofrer com pele oleosa, provavelmente não irá gostar do produto. Em questão a qualidade, referente a retirar resíduos da maquiagem, ele realmente tira com muita facilidade, nesse quesito, ele é otimo. Em questão a quantidade do produto, até que vale, mas você acha produtos melhores e com mais quantidade e que faz o mesmo processo."
LANCÔME,SÉRUM PARA OS OLHOS LANCÔME ADVANCED GÉNIFIQUE LIGHT PEARL,ADORO ESSE PRODUTO
LANCÔME,SÉRUM PARA OS OLHOS LANCÔME ADVANCED GÉNIFIQUE LIGHT PEARL,"Ele é suave, adoro que ele é super fresquinho, o seu aplicador e com aquela bolinha na ponta, que ajuda a massagear. Vale a pena!"
CLARINS,GEL-CREME PARA ÁREA DOS OLHOS CLARINS TOTAL EYE REVIVE,PERFEITO
CLARINS,GEL-CREME PARA ÁREA DOS OLHOS CLARINS TOTAL EYE REVIVE,"Muito satisfeita com o produto. A ponta dele, inclusive, ajuda a espalhar melhor e hidratar ainda mais a área dos olhos. Amo demais!"
CLARINS,MÁSCARA HIDRATANTE PARA OS OLHOS CLARINS TOTAL EYE HYDRATE,ÓTIMO PRODUTO
CLARINS,MÁSCARA HIDRATANTE PARA OS OLHOS CLARINS TOTAL EYE HYDRATE,"Ganhei de brinde em uma das compras feitas aqui na Sephora, experimentei e amei !!! Logo no primeiro uso já senti que as olheiras deram uma leve clareada e super hidratou. Agora comprei de vez rs"
DIOR,LEITE DE LIMPEZA FACIAL DIOR THE CLEANSING MILK,SUAVE COM A PELE
DIOR,LEITE DE LIMPEZA FACIAL DIOR THE CLEANSING MILK,"Estou usando o produto há um tempo e é muito bom, remove a base, protetor solar, sombra e batom com facilidade. O único porém é o rimel, que tenho mais trabalho e às vezes preciso de ajuda de uma água micelar para retirar por completo, por isso não dou 5 estrelas."
GIVENCHY,LOÇÃO FACIAL GIVENCHY SKIN PERFECTO SKIN-GLOW,ÓTIMA LOÇÃO
GIVENCHY,LOÇÃO FACIAL GIVENCHY SKIN PERFECTO SKIN-GLOW,"Absorção rápida e senti a pele bem hidratada. A fragrância bem fraquinho, apenas no momento que você passa no rosto."
GIVENCHY,SÉRUM FACIAL GIVENCHY SKIN PERFECTO VITAMIN BLEND GLOW SERUM,NAO GOSTEI.
GIVENCHY,SÉRUM FACIAL GIVENCHY SKIN PERFECTO VITAMIN BLEND GLOW SERUM,"Fui influenciada por um vendedor a comprar e me arrependi muito. Alem de nao fazer nada do que promete na minha pele, ainda me deu uma alergia gravissima que queimou todo o meu rosto, me deu muita coceira e inchaco. Nao recomendo."
GIVENCHY,SÉRUM FACIAL GIVENCHY SKIN PERFECTO VITAMIN BLEND GLOW SERUM,"achei que a pele fica bem iluminada ,da um glow,alem de hidratar ."
BRUNA TAVARES,MÁSCARA FACIAL BRUNA TAVARES BT JELLY MASK CHERRY BLOSSOM,INUTILIZAVEL
BRUNA TAVARES,MÁSCARA FACIAL BRUNA TAVARES BT JELLY MASK CHERRY BLOSSOM,"sei que cada pele é diferente e que é impossível prever o que irá irritar cada uma, porém a máscara simplesmente arde muito"
BRUNA TAVARES,MÁSCARA FACIAL BRUNA TAVARES BT JELLY MASK CHERRY BLOSSOM,"Ela tem uma consistência boa e cheiro agradável, mas arde demais, e nao percebi nada de hidratação que valha a ardência. nao recomento."
BRUNA TAVARES,MÁSCARA FACIAL BRUNA TAVARES BT JELLY MASK CHERRY BLOSSOM,Funcionou muito bem pra minha pele que é mista e sensivel
BRUNA TAVARES,MÁSCARA FACIAL BRUNA TAVARES BT JELLY MASK CHERRY BLOSSOM,"Achei que fosse por conta da minha pele , mas pelo jeito ela arde mesmo , insuportável."
DIOR,ESPUMA DE LIMPEZA ANTIPOLUIÇÃO DIOR LA MOUSSE OFF/ON FOAMING CLEANSER,SIMPLESMENTE FANTÁSTICA
DIOR,ESPUMA DE LIMPEZA ANTIPOLUIÇÃO DIOR LA MOUSSE OFF/ON FOAMING CLEANSER,"Até hoje de longe o melhor limpador de pele! O rendimento é algo surpreendente pois apenas 01 grão de feijão faz uma espuma cremosa, gostosa de usar, cheiro maravilhoso a pele fica limpíssima, viçosa agradável de tocar! Vale absolutamente cada centavo! Dior não brinca em serviço rs. é perfeita nas formulações, tecnologia e qualidade ! Super recomendo ! Agradeco a Letícia da Sephora Morumbi Shopping que me apresentou essa belezura! Pele limpa e radiante !"
DIOR,ESPUMA DE LIMPEZA ANTIPOLUIÇÃO DIOR LA MOUSSE OFF/ON FOAMING CLEANSER,"Produto maravilhoso, um dab dele rende pra limpar o rosto todo, tira maquiagem super bem e uma sensação gostosa após o uso. Alem disso deixa a pele um veludo, super macia."
DIOR,ESPUMA DE LIMPEZA ANTIPOLUIÇÃO DIOR LA MOUSSE OFF/ON FOAMING CLEANSER,"Um cheiro super agradável, ótima textura e uma sensação de pele limpa e hidratada. Perfeito para peles sensíveis como a minha."
DIOR,ESPUMA DE LIMPEZA ANTIPOLUIÇÃO DIOR LA MOUSSE OFF/ON FOAMING CLEANSER,"A fragrância bem suave porém gostosa, com pouco produto se faz bastante espuma. A sensação é refrescante, deixa a pele hidratada e macia. Dior nunca decepciona!"
DIOR,ESPUMA DE LIMPEZA ANTIPOLUIÇÃO DIOR LA MOUSSE OFF/ON FOAMING CLEANSER,Cumpre o que promete com pouquíssimo produto e o melhor é que ele retira toda a maquiagem. Me trouxe praticidade.
DIOR,ESPUMA DE LIMPEZA ANTIPOLUIÇÃO DIOR LA MOUSSE OFF/ON FOAMING CLEANSER,"Com certeza irei comprar novamente! Deixa a pele limpa sem ressecar, além de acalmar a pele."
DIOR,ESPUMA DE LIMPEZA ANTIPOLUIÇÃO DIOR LA MOUSSE OFF/ON FOAMING CLEANSER,"limpa muito bem sem ressecar ou irritar a pele, achei excelente"
DIOR,ESPUMA DE LIMPEZA ANTIPOLUIÇÃO DIOR LA MOUSSE OFF/ON FOAMING CLEANSER,"Uso ele a anos e posso afirmar, que produto de limpeza incrível! Minha pele se deu melhor com ele, do que o gel da Shiseido Men. Além do produto ser maravilhoso, a textura e a fragrância agrada qualquer gosto. Nota 10"
CAUDALIE,LOÇÃO CORPORAL NUTRITIVA HIALURÔNICA CAUDALIE VINOTHERAPIST,HIDRATA BEM MAS TEM UM AROMA UM POUCO FLORAL
CAUDALIE,LOÇÃO CORPORAL NUTRITIVA HIALURÔNICA CAUDALIE VINOTHERAPIST,"Em termos de hidratação, a presença do ácido hialurônico garante um efeito potente. Só deixo uma ressalva pelo aroma floral forte demais (não dura muito tempo, pelo menos)."
KYLIE COSMETICS,ESPUMA DE LIMPEZA FACIAL KYLIE SKIN,APAIXONADO
KYLIE COSMETICS,ESPUMA DE LIMPEZA FACIAL KYLIE SKIN,Meu Deus! Tô apaixonado por esse mouse incrível! limpa tudo
KYLIE COSMETICS,ESPUMA DE LIMPEZA FACIAL KYLIE SKIN,"Com 1 pump você consegue lavar o rosto, primeiro molha e depois passa a espuma e ele emulsiona e deixa a pele levinha"
KYLIE COSMETICS,ESPUMA DE LIMPEZA FACIAL KYLIE SKIN,Vale muito!!! Um pump já é o suficiente para espumar o rosto todo!!! Sem contar no cheiro maravilhoso e a pele hidratada!
KYLIE COSMETICS,ESPUMA DE LIMPEZA FACIAL KYLIE SKIN,"O melhor investimento. A espuma é suave, o cheiro é muito bom e já deu uma ótima diferença na minha pele. Vale a pena!!"
KYLIE COSMETICS,ESPUMA DE LIMPEZA FACIAL KYLIE SKIN,"Eu tive alergia. Usei duas vezes de teimosa, pois na primeira já sensibilizou minha pele demais. Esperei mais uns dias pra testar e na segunda vez além da vermelhidão tive muita coceira no rosto. Eu não uso nada além de cremes sem acido, primeira vez que tenho sensibilidade com algum produto. Fiquei bem triste em perder o investimento que fiz."
KYLIE COSMETICS,ESPUMA DE LIMPEZA FACIAL KYLIE SKIN,"Espuma com a textura muito gostosa, um pump já é suficiente para lavar todo o rosto, ela rende muito, a pele fica macia com um toque incrível."
KYLIE COSMETICS,CREME PARA OS OLHOS KYLIE SKIN,MARAVILHOSO
KYLIE COSMETICS,CREME PARA OS OLHOS KYLIE SKIN,"Estou usando já faz 3 meses, senti muita diferença na região dos olhos, hidratou muito principalmente minha pálpebra que estava muito seca por usar maquiagem todo dia e percebi que a região do olho está com aparência de mais descansada."
KYLIE COSMETICS,CREME PARA OS OLHOS KYLIE SKIN,"Recebi uma amostra deste produto, e ele arde muito a minha pele! Tentei dar várias chances, porém sempre deixa uma ardência na região dos olhos ! Tenho pele sensível, mas desconheço alergias. Faço uso do serum da Lancôme p os olhos, e não consegui usar o produto da Kylie. Recomendo testar antes de investir."
KYLIE COSMETICS,CREME PARA OS OLHOS KYLIE SKIN,"Simplesmente perfeito, faz diferença desde o 1 uso"
KYLIE COSMETICS,CREME PARA OS OLHOS KYLIE SKIN,"Faz mais de um mês que estou usando, eu senti uma diferença sim, porém arde um pouco a área dos olhos.Deveria ser um pouco mais barato, não sei se compraria dnv pelo preço."
KYLIE COSMETICS,CREME PARA OS OLHOS KYLIE SKIN,"ele arde bastante na area dos olhos , nao sei se recompraria"
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,MARAVILHOSO!
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,"Nem sei quando foi a primeira vez que comprei esse produto, já faz alguns anos, mas sei que é um item que sempre que está acabando eu já compro outro. Não sei explicar o efeito dele na minha pele, só sei que deixa tudo melhor kkkk mais bonita, mais macia, mais iluminada. Uso junto ao skincare, como pré maquiagem, finalizador de maquiagem, potencializador de máscara, durante o dia para refrescar... e tirando o efeito maravilhoso, é importante falar sobre o cheiro... QUE CHEIRO GOSTOSO! Cheiro de riqueza, spa. Enfim, se já não ficou claro, recomendo demaaaais o produto!"
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,"Nunca tinha usado o produto, porem eu AMEI, tira totalmente o aspecto de pó, uso antes da make e depois para finalizar. O cheiro não é dos melhores oara mim, mas isso vao me incomoda nada, o cheiro ja desaparece assim que voce usa. Uso tbm como hidratante quando estou atrasada."
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,"Esse produto é um Elixir da beleza, sempre que uso antes e após minha makeup fica um viçoso indescritível! Já uso ele há anos e é meu xodó da beleza!"
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,"Esse produto é maravilhosooo, você borrifa, deixa secar pra poder fazer os proximos passos da make, super indico, a pele fica otima, minha pele é oleosa e super deu certo e super recomendo."
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,"Essa bruma é maravilhosa! Refrescante, cheiro incrível e sensação de recrescência. Tive um problema inicial na entrega, pois no site havia sido sinalizado como ""entregue"", mas não tinha sido. Depois que reportei, o produto chegou 2 dias depois."
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,"Comprei mês passado e simplesmente me viciei. Experimentei o fraco pequeno para testar e já estou terminando o vidro. A pele fica com um brilho impecável. Uso diversas vezes ao dia. O único detalhe negativo é o cheiro meio forte, mas nada insuportável."
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,"Comprei sem esperar muito, mas me surpreendeu. A maquiagem dura bastante. Além de cheirosa, dá um glow. Recomendo."
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,"Uso a água de beleza Caudalie há algum tempo, já é o terceiro frasco e, realmente é maravilhosa, refrescante, a pele fica hidratada, luminosa, além promover ótima fixação na maquiagem."
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,"Eu adorei, porém o cheiro me lembra produto de banheiro (pinho sol), mas no demais, deixa a pele muito bonita!"
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,"Comprei , usei e me apaixonei!!!Amo o cheiro e a sensação de frescor que ela deixa na pele .Sem contar que ela tb da a sensação de pele descansada após um dia de trabalho árduo. Sou apaixonada."
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,"Já comprei várias minis e agora pretendo comprar o tamanho maior. Simplesmente melhor água de beleza, refrescante, brilha muuuuito e ajuda na fixação da make. Acho que a make não fica completa sem ela, sou totalmente obcecada por essa aguinha. O cheiro de início não é muito bom, mas depois acostuma. Amo usar só no skin care também."
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,"Comprei sem esperar muito e estou apaixonada. Refresca o rosto e preserva a maquiagem."
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,"Amo a sensação e o cheiro desse produto, indispensável não, porém faz uma diferença na make."
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,"A atendente borrifou em mim e ja fui logo colocando na sacola , seu nem descrever o tanto q essa bruma hidrata, refresca e tem um cheiro de Spa de luxo! Uma das melhores aquisições q fiz , vale cada centavo 🩷"
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,"Está água é ótima para se ter na bolsa nos dias quentes, uso inclusive na praia ,piscina e academia. Ela te dá uma sensação de pele descansada. Tbm gosto de usar de manhã. Ela dá uma hidratada"
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,"Vale o investimento, o cheiro não me agradou!Mas eu achei que deixa a pele muito bonita."
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,"O produto tem um cheiro muito forte de plantas e fica impossível usar com a frangância super forte.Me decepcionei bastante"
CAUDALIE,BRUMA FACIAL MULTIFUNCIONAL CAUDALIE ÁGUA DE BELEZA,"amei esse produto ,da uma refrescancia na pele e o cheirinho é delicioso"
ESTÉE LAUDER,BÁLSAMO PARA A ÁREA DOS OLHOS ESTÉE LAUDER REVITALIZING SUPREME+ CELL POWER EYE BALM,"HIDRATA MUITO. É UM CREME MESMO, COM TEXTURA"
ESTÉE LAUDER,BÁLSAMO PARA A ÁREA DOS OLHOS ESTÉE LAUDER REVITALIZING SUPREME+ CELL POWER EYE BALM,a gente percebe a diferença! A área fica úmida e sedosa na aplicação
CAUDALIE,MANTEIGA CORPORAL VEGANA CAUDALIE VINOTHERAPIST,HIDRATAÇÃO PROFUNDA E AROMA SUAVE E NÃO ENJOATIVO
CAUDALIE,MANTEIGA CORPORAL VEGANA CAUDALIE VINOTHERAPIST,Essa manteiga corporal entrega mesmo uma hidratação profunda (e não deixa a pele grudenta!) com um aroma agradável e não enjoativo. O público masculino pode comprar sem receio.
CAUDALIE,CREME DE MÃOS E UNHAS CAUDALIE VINOTHERAPIST,FANTASTICO!
CAUDALIE,CREME DE MÃOS E UNHAS CAUDALIE VINOTHERAPIST,"Melhor que já usei, hidrata muito e não deixa melado."
CAUDALIE,CREME DE MÃOS E UNHAS CAUDALIE VINOTHERAPIST,"Esse é aquele produto que na primeira usada você já percebe que tem muita qualidade, uma fragrância muito agradável de forma geral muito bom, principalmente por não ser pegagoso. Outro ponto, todavia, é que ele poderia ser mais hidratante."
DIOR,LOÇÃO FACIAL DIOR CAPTURE TOTALE INTENSIVE ESSENCE LOTION,MARAVILHOSO
DIOR,LOÇÃO FACIAL DIOR CAPTURE TOTALE INTENSIVE ESSENCE LOTION,Amando a pele fica super hidratada . Já na primeira vez sinto diferença
QUINTAL,SEIVA REPARADORA PARA OS LÁBIOS QUINTAL,🫦
QUINTAL,SEIVA REPARADORA PARA OS LÁBIOS QUINTAL,"Faz muito tempo que comprei essa seiva reparadora aqui mesmo no site. Além de cumprir com a função de restaurar a pele dos lábios, o produto hidrata e cuida da nossa boca de uma forma super potente mas cuidadosa. Além disso, possue um cheiro e gosto maravilhosos que não irão incomodar. No entanto, eu nao gostei da textura do produto. Não é nada demais, apenas uma preferência minha que talvez oriente vocês: é uma espécie de líquido muito fininho que se entra em contato com algum tipo de humidade ou flúido vai praticamente fazer desaparecer com a seiva ou deixá-la com um sensorial estranho nos lábios, como se estivessem bagunçados. Pelo menos essa última não interfere no rendimento do produto, parece que nunca vai acabar."
QUINTAL,SEIVA REPARADORA PARA OS LÁBIOS QUINTAL,"Comprei ele junto com o esfoliante da mesma linha quintal aqui na loja do RJ, e preciso dizer que esta seiva de lábios me surpreendeu positivamente. Ela deixa a boca visivelmente mais corada, e a hidratação dura bastante na boca, com um brilho saudável. Me ajudou muito com as pelinhas que sempre ficam feias no batom. Estou gostando bastante! Recomendo"
QUINTAL,SEIVA REPARADORA PARA OS LÁBIOS QUINTAL,"Valeu muito a pena conhecer esse produto na loja da Sephora. Comprei o primeiro em uma promoção para experimentar e ele é simplesmente per-fei-tooo! Sou a louca dos hidratantes labiais e esse realmente me impressionou, pq além de deixar a boca mais preenchida tive mesmo a impressão de melhorar o volume e contorno. Super recomendo"
QUINTAL,SEIVA REPARADORA PARA OS LÁBIOS QUINTAL,"Estou muito impressionada com a dupla esfoliante labial/seiva reparadora da Quintal. Meus lábios sempre foram ressecados, com descamação constante e ocasionalmente herpes, testei uma infinidade de produtos esfoliantes e hidratantes disponíveis no mercado, alguns bem caros, e nenhum apresentou resultado tão bom quanto a Quintal. Em cerca de 10 dias recuperou totalmente meus lábios. Recomendo muito. Parabéns à marca."
QUINTAL,SEIVA REPARADORA PARA OS LÁBIOS QUINTAL,"Tenho a boca bem ressecada e esse hidratante tem me salvado, deixa minha boca hidratada sem aquele grude dos outros labiais"
QUINTAL,SEIVA REPARADORA PARA OS LÁBIOS QUINTAL,Esse produto é demais! Deixa os lábios muito hidratados e o resultado é incrível!! Tem efeito preenchedor
QUINTAL,SEIVA REPARADORA PARA OS LÁBIOS QUINTAL,Não senti que o produto hidratou os meus lábios e o cheiro dele é ruim
CLARINS,ESPUMA DE LIMPEZA CLARINS TOTAL RENEWING FOAMING CLEANSER,MARVILHOSA!
CLARINS,ESPUMA DE LIMPEZA CLARINS TOTAL RENEWING FOAMING CLEANSER,"Já usei varias marcas de espuma para lavar o rosto, mais esta superou todas!"
SHISEIDO,TRATAMENTO COM COR PARA MARCAS E IMPERFEIÇÕES SHISEIDO WASO KOSHIRICE TINTED SPOT TREATMENT,CARO E RUIM
SHISEIDO,TRATAMENTO COM COR PARA MARCAS E IMPERFEIÇÕES SHISEIDO WASO KOSHIRICE TINTED SPOT TREATMENT,"Comprei no mês anterior, tenho usado como orientado e definitivamente não é um bom produto, ainda mais pelo seu custo."
SHISEIDO,TRATAMENTO COM COR PARA MARCAS E IMPERFEIÇÕES SHISEIDO WASO KOSHIRICE TINTED SPOT TREATMENT,"Viciada nele…excelente cobertura de manchas e cicatrizes de acne, rende e espalha super bem, substituindo até a base em dias que quero fazer uma maquiagem mais leve…vale cada centavo"
LANCÔME,CREME DE MÃOS HIDRATANTE E REVITALIZANTE LANCÔME CONFORT,AMEI....
LANCÔME,CREME DE MÃOS HIDRATANTE E REVITALIZANTE LANCÔME CONFORT,Fiquei muito feliz com a volta deste creme e mais felis ainda pq a Lancôme voltou com o creme com amesma qualidade que tinha. Tomara que ele venha para ficar. Agora só falta um dos meus filtros favoritos. Parabéns Lancôme pelo compromisso.
LANCÔME,CREME DE MÃOS HIDRATANTE E REVITALIZANTE LANCÔME CONFORT,"Amei esse creme, deixa as mãos aveludadas e hidratadas. O cheirinho é maravilhoso. Eu sempre tenho na minha bolsa. Vale muito a pena."
LANCÔME,CREME DE MÃOS HIDRATANTE E REVITALIZANTE LANCÔME CONFORT,Ótimo produto. Deixa as mãos macias e com cheiro agradável.
GUERLAIN,ÓLEO REJUVENESCEDOR AVANÇADO GUERLAIN ABEILLE ROYALE,MUITO BOM
GUERLAIN,ÓLEO REJUVENESCEDOR AVANÇADO GUERLAIN ABEILLE ROYALE,"Gosto muito desse óleo. Absorve rapido na pele e deixa bem viçosa. O cheiro tambem é bem agradável e ele dura bastante, apenas 3 gotinhas são suficientes para espalhar em todo rosto. Minha pele é seca e eu também moro em local seco, não sei como seria em local úmido ou com peles mais oleosas. Não vi outros benefícios além da hidratação, mas ainda assim vale a experiência e eu compraria novamente."
GUERLAIN,ÓLEO REJUVENESCEDOR AVANÇADO GUERLAIN ABEILLE ROYALE,"Eu tenho a pele extremamente sensível, isso significa que não é difícil alguns produtos me darem espinhas, quando eu comprei esse eu esperava isso, mas infelizmente meu rosto fica com espinha depois de usá-lo. de qualquer ainda estou testando. o cheiro é maravilhoso e a textura também."
GUERLAIN,ÓLEO REJUVENESCEDOR AVANÇADO GUERLAIN ABEILLE ROYALE,"O óleo mais cheiroso e levinho que já usei na vida. Absorve super rápido, nem parece que você está usando um óleo. (Minha pele é seca então não sei como seria em peles oleosas)."
GUERLAIN,ÓLEO REJUVENESCEDOR AVANÇADO GUERLAIN ABEILLE ROYALE,"Achei ele maravilhoso, tem um cheiro e um sensorial incrível, não deixa a pele melada e espalha fácil. Uso por volta de 6 gotas no rosto e 2 no pescoço. Deixa a pele com um brilho natural e uma hidratação leve. Minha pele é seca. Caro, mas vale o investimento."
GUERLAIN,ÓLEO REJUVENESCEDOR AVANÇADO GUERLAIN ABEILLE ROYALE,Tenho usado desde 2020 e realmente é muito bom. Dura muito tempo e o investimento vale!! A pele fica maravilhosa. Tenho pele sensível e não tive reações alérgicas. Recomendo.
GUERLAIN,ÓLEO REJUVENESCEDOR AVANÇADO GUERLAIN ABEILLE ROYALE,"Já estou no segundo frasco ! Aplico de noite , a pele amanhece renovada !!E o cheirinho então ❤️"
GUERLAIN,ÓLEO REJUVENESCEDOR AVANÇADO GUERLAIN ABEILLE ROYALE,"Todos os produtos dessa marca / linha desempenham muito bem na minha pele (sensível). Hidratam sem pesar, não causam acne, deixam viço bonito. Com este óleo não é diferente. Usa na pré-make faz toda diferença para o glow e a duração."
GUERLAIN,ÓLEO REJUVENESCEDOR AVANÇADO GUERLAIN ABEILLE ROYALE,"Eu testei esse produto antes de comprá-lo em tamanho maior. Ele é maravilhoso,o cheiro é muito bom,não deixa a pele melecada mesmo sendo uma espécie de óleo,a pele absorve tudo e fica um Glow super natural,além de ficar muito macia e revigorada!"
GUERLAIN,ÓLEO REJUVENESCEDOR AVANÇADO GUERLAIN ABEILLE ROYALE,"Ótimo hidratante e o cheiro e maravilhoso. Aplico 3 gotas no rosto e não fica oleoso. Tenho a pele naturalmente oleosa. Eu amei!"
GUERLAIN,ÓLEO REJUVENESCEDOR AVANÇADO GUERLAIN ABEILLE ROYALE,"A textura é surreal, parece aquosa e minha pele suga tudo com pouquíssima massagem. Hidrata e revigora, e com minha pele e olhos sensíveis, consigo usar em todo o rosto inclusive debaixo dos olhos ( super importante no uso pré make ). Inclusive, se estiver com pressa, uso só ele e o filtro solar, com maquiagem leve. Já uso há algum tempo e não é um serum com ativos super perceptíveis, mas é definitivamente hidratante e revigorante e eu já não vivo mais sem!"
GUERLAIN,ÓLEO REJUVENESCEDOR AVANÇADO GUERLAIN ABEILLE ROYALE,"É um óleo que é absorvido, não fica oleoso na minha pele. Costumo usar antes da make."
GUERLAIN,ÓLEO REJUVENESCEDOR AVANÇADO GUERLAIN ABEILLE ROYALE,"Já estou no quarto frasco, e cada um dura muito. Desde que conheci não parei mais de usar. Uso antes do hidratante, com a técnica da Guerlain, aplico na palma da mão 3 gotinhas e espalho no rosto. Tenho pele madura, mas muito oleosa, com tendencia a acne. Foi dificil encontrar uma linha que me atendesse. Nunca mais precusei experimentar outras linhas."
GUERLAIN,ÓLEO REJUVENESCEDOR AVANÇADO GUERLAIN ABEILLE ROYALE,"Estou no meu segundo frasco, não sei como ficar sem esse produto. Minha pele é madura e oleosa. Passo antes da make (pouca quantidade). E o cheiro? Minha nossa!!"
GUERLAIN,ÓLEO REJUVENESCEDOR AVANÇADO GUERLAIN ABEILLE ROYALE,"Faz a diferença na rotina de hidratação da pele. Terminei meu segundo vidro."
GUERLAIN,ÓLEO REJUVENESCEDOR AVANÇADO GUERLAIN ABEILLE ROYALE,"Tenho uma pele muito sensível, extremamente branca com rosácea e vários produtos me dão espinhas. Em uma compra recebi uma amostra desse óleo e minha pele se adaptou maravilhosamente bem. Resolvi comprar o de 50 ml e não me arrependi nenhum dia há mais de um mês… a pele fica com um viço bonito, preencheu os poros, melhorou 100% a duração da maquiagem, e o melhor: não deu nenhuma espinha! Vou comprar pra sempre!!!"
GUERLAIN,ÓLEO REJUVENESCEDOR AVANÇADO GUERLAIN ABEILLE ROYALE,"Hidrata a pele, porém é bem oleoso. Sua pele fica com um viço lindo, mas em pouco tempo fica bem oleosa (obs: tenho pele seca mas moro em um local quente, então provavelmente esse produto possua efeito menos oleoso em locais de menor temperatura). Mas pro nordeste, fica oleoso sim."
GUERLAIN,ÓLEO REJUVENESCEDOR AVANÇADO GUERLAIN ABEILLE ROYALE,"Sou simplesmente APAIXONADA nesse produto! O meu tá no finalzinho 💔😭... A textura a super levinha, a pele absorve suuuper bem! O cheiro é MARAVILHOSO! Quando eu tiver dinheiro o suficiente, vou comprar a linha inteiraaaaa 💖"
